[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.115448  ]
[0.70556641 0.115448  ]
[0.70574951 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11557007]
[0.70562744 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70117188 0.11444092]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70623779 0.11550903]
[0.70574951 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.76855469 0.11199951]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11557007]
[0.70574951 0.11557007]
[0.70581055 0.11550903]
[0.70843506 0.11538696]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70605469 0.11550903]
[0.70495605 0.11587524]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70715332 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.73577881 0.11383057]
[0.70581055 0.11550903]
[0.70581055 0.11550903]
[0.73522949 0.11383057]
[0.70574951 0.11550903]
[0.70574951 0.11557007]
[0.70574951 0.11557007]
[0.70574951 0.115448  ]
[0.70587158 0.11557007]
[0.70574951 0.11550903]
[0.72491455 0.11444092]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70635986 0.115448  ]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.115448  ]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.115448  ]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70581055 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11550903]
[0.70574951 0.11557007]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
[0.63458252 0.08398438]
