123,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
124,144,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
126,142,50
130,129,55
129,130,55
130,129,55
129,130,55
130,129,55
129,130,55
129,130,55
129,130,55
130,129,55
130,129,55
130,130,55
129,130,55
130,129,55
129,130,55
130,129,55
129,130,55
129,130,55
130,129,55
130,129,55
130,129,55
129,130,55
128,131,55
130,129,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
130,129,55
130,129,55
129,130,55
130,129,55
129,130,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
129,130,55
128,131,55
129,130,55
130,129,55
129,130,55
129,130,55
130,129,55
130,129,55
131,129,55
128,131,55
133,130,55
130,129,55
130,129,55
129,130,55
129,130,55
130,129,55
130,129,55
131,128,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
130,129,55
130,130,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
129,130,55
130,129,55
129,130,55
130,129,55
130,129,55
129,130,55
129,130,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
128,131,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
129,130,55
129,130,55
130,129,55
130,129,55
129,130,55
129,130,55
130,129,55
130,129,55
130,129,55
130,129,55
130,129,55
130,129,55
130,129,55
129,130,55
129,130,55
129,130,55
129,130,55
130,129,55
130,129,55
130,129,55
130,129,55
129,130,55
129,130,55
129,130,55
130,129,55
129,130,55
130,129,55
129,130,55
128,131,55
130,129,55
130,129,55
129,130,55
130,129,55
130,129,55
130,129,55
129,130,55
129,130,55
129,130,55
129,130,55
130,129,55
129,130,55
129,130,55
129,130,55
130,129,55
130,129,55
133,119,60
132,120,60
130,122,60
130,122,60
132,120,60
132,120,60
133,119,60
132,120,60
131,121,60
132,120,60
132,120,60
130,122,60
133,119,60
133,119,60
133,119,60
130,122,60
133,119,60
133,119,60
131,121,60
132,120,60
131,121,60
133,119,60
133,119,60
130,122,60
132,120,60
132,120,60
134,118,60
130,122,60
131,121,60
130,122,60
132,120,60
132,120,60
132,120,60
132,120,60
133,119,60
130,122,60
130,122,60
133,119,60
132,120,60
132,120,60
132,120,60
132,120,60
133,119,60
133,119,60
130,122,60
131,121,60
131,121,60
131,121,60
133,119,60
132,120,60
130,122,60
130,122,60
132,120,60
132,120,60
