0,40,40.8187218362,89.187819863,0.578594883218739,40.814620913371,40,90,0.553409855211453
0,60,60.5286843376,89.0975918026,0.95328701619795,60.5211770499019,60,90,0.944753377019493
0,80,82.119071226,89.187819863,1.16401671313239,82.1108209928047,80,90,1.148233823254
0,100,100.18152343,89.8195040326,0.315596213758809,100.181026326273,100,90,0.315549887307364
0,120,121.018127338,89.7292571684,0.571851344287532,121.016776235514,120,90,0.566159997020261
0,140,140.881396292,89.0975918026,2.21878944468607,140.863922970304,140,90,2.18797327172102
0,160,162.933013851,88.1956310901,5.13026744435464,162.852225525228,160,90,5.00108691243273
0,180,181.157844527,88.9171495568,3.42355363999669,181.125492170878,180,90,3.393332986249
0,200,200.603886442,89.7292571684,0.947920816943101,200.601646807198,200,90,0.946060044176137
0,220,b,b,#VALUE!,#VALUE!,220,90,#VALUE!
20,40,c,c,#VALUE!,#VALUE!,44.7213595499958,63.434948822922,#VALUE!
20,60,63.15416000546,71.5344182383,20.0031284603277,59.9026107761162,63.2455532033676,71.565051177078,19.6056824937401
20,80,84.0145192075,75.8548387715,20.5314178724283,81.4671732528822,82.4621125123532,75.9637565320735,19.9189314752182
20,100,101.592354082,78.5143369883,20.2293462744054,99.5579226241321,101.980390271856,78.6900675259798,20.0810827108856
20,120,121.82760680866,80.6968079897,19.6945046820993,120.225173179548,121.655250605964,80.5376777919744,19.6397740442367
20,140,141.115779488,81.9314176935,19.8067764207377,139.718842066218,141.42135623731,81.869897645844,18.9733248418614
20,160,166.831458105,82.8179912327,20.8575520347073,165.522499789484,161.245154965971,82.8749836510982,20.0043476494221
20,180,185.506511518,83.9756641141,19.4690694747157,184.482034760479,181.107702762748,83.6598082540901,18.9705886943035
20,200,200.261144132,83.797214913,21.6377520578779,199.088757932083,200.997512422418,84.2894068625004,21.8445236297948
20,220,b,b,#VALUE!,#VALUE!,220.907220343745,84.8055710922652,#VALUE!
40,40,c,c,#VALUE!,#VALUE!,56.5685424949238,45,#VALUE!
40,60,a,a,#VALUE!,#VALUE!,72.1110255092798,56.3099324740202,#VALUE!
40,80,a,a,#VALUE!,#VALUE!,89.4427190999916,63.434948822922,#VALUE!
40,100,105.63230855,69.5291084917,36.9429425553954,98.96162693161,107.70329614269,68.1985905136482,37.444430305873
40,120,126.030406185,72.432157494,38.0403701246554,120.152376272529,126.491106406735,71.565051177078,37.9576402200542
40,140,143.925123853,74.8411828184,37.6357694168223,138.917206049161,145.60219778561,74.0546040990772,37.7342581701149
40,160,163.227040574,76.5357082421,38.0056718203376,158.740781414327,164.924225024706,75.9637565320735,38.081363326742
40,180,180.850646786,77.5642670946,38.9451728867724,176.607559157965,184.390889145858,77.4711922908485,39.7149866327116
40,200,b,b,#VALUE!,#VALUE!,203.960780543711,78.6900675259798,#VALUE!
40,220,b,b,#VALUE!,#VALUE!,223.606797749979,79.695153531234,#VALUE!
60,40,c,c,#VALUE!,#VALUE!,72.1110255092798,33.6900675259798,#VALUE!
60,60,c,c,#VALUE!,#VALUE!,84.8528137423857,45,#VALUE!
60,80,c,c,#VALUE!,#VALUE!,100,53.130102354156,#VALUE!
60,100,a,a,#VALUE!,#VALUE!,116.619037896906,59.0362434679265,#VALUE!
60,120,a,a,#VALUE!,#VALUE!,134.164078649987,63.434948822922,#VALUE!
60,140,152.287400393,67.4977728639,58.283333987916,140.692946865545,152.315462117278,66.8014094863518,0
60,160,172.94037309,70.0058326565,59.1325474386632,162.516812908458,170.880074906351,69.4439547804165,0
60,180,187.580666898,72.6785698714,55.84875941125,179.073791120093,189.736659610103,71.565051177078,0
60,200,209.359195583,74.7783465049,54.9680656718383,202.014317639759,208.806130178211,73.3007557660064,0
60,220,234.424897628,75.0907268119,60.3149933153454,226.532854591267,228.035085019828,74.7448812969422,0
60,240,b,b,#VALUE!,#VALUE!,247.38633753706,75.9637565320735,#VALUE!
80,40,c,c,#VALUE!,#VALUE!,89.4427190999916,26.565051177078,#VALUE!
80,60,c,c,#VALUE!,#VALUE!,100,36.869897645844,#VALUE!
80,80,c,c,#VALUE!,#VALUE!,113.137084989848,45,#VALUE!
80,100,c,c,#VALUE!,#VALUE!,128.062484748657,51.3401917459099,#VALUE!
80,120,c,c,#VALUE!,#VALUE!,144.22205101856,56.3099324740202,#VALUE!
80,140,a,a,#VALUE!,#VALUE!,161.245154965971,60.2551187030578,#VALUE!
80,160,a,a,#VALUE!,#VALUE!,178.885438199983,63.434948822922,#VALUE!
80,180,196.415942353,68.2723322034,72.7122757584294,182.461358551467,196.977156035922,66.0375110254218,69.7350286896482
80,200,216.203340602,69.0553274399,77.285402678566,201.917931398567,215.40659228538,68.1985905136482,79.2329480322412
80,220,234.424897628,70.8068060112,77.0682316840573,221.394490204681,234.093998214392,70.0168934781,76.7498794118027
80,240,b,b,#VALUE!,#VALUE!,252.98221281347,71.565051177078,#VALUE!
