0,40,39.0380456262,89.187819863,0.553354255942124,39.0341236020575,40,90,0.553409855211453
0,60,59.9794032936,89.0975918026,0.944636200585168,59.9719641324583,60,90,0.944753377019493
0,80,80.9974812693,89.187819863,1.14811846397554,80.9893437185614,80,90,1.148233823254
0,100,100.166320727,89.8195040326,0.315548321539351,100.16582369871,100,90,0.315549887307364
0,120,119.812357455,89.7292571684,0.566153676147542,119.811019814288,120,90,0.566159997020261
0,140,138.907501632,89.0975918026,2.18770190046942,138.890273129686,140,90,2.18797327172102
0,160,158.751593863,88.1956310901,4.99860718515618,158.672878842767,160,90,5.00108691243273
0,180,179.526647415,88.9171495568,3.39272698258684,179.494586368758,180,90,3.393332986249
0,200,200.207864885,89.7292571684,0.946049481923143,200.205629671566,200,90,0.946060044176137
0,220,b,b,#VALUE!,#VALUE!,220,90,#VALUE!
20,40,c,c,#VALUE!,#VALUE!,44.7213595499958,63.434948822922,#VALUE!
20,60,58.7123944013,71.5344182383,18.5962661417885,55.6895335042194,63.2455532033676,71.565051177078,19.6056824937401
20,80,79.0368717634,75.8548387715,19.314983372053,76.6404496038577,82.4621125123532,75.9637565320735,19.9189314752182
20,100,98.8282493967,78.5143369883,19.6789502202643,96.8491703477355,101.980390271856,78.6900675259798,20.0810827108856
20,120,119.891069808,80.6968079897,19.381446435076,118.314108008263,121.655250605964,80.5376777919744,19.6397740442367
20,140,133.839597153,81.9314176935,18.7855035536724,132.514688326662,141.42135623731,81.869897645844,18.9733248418614
20,160,158.751593863,82.8179912327,19.8473936942172,157.506030099135,161.245154965971,82.8749836510982,20.0043476494221
20,180,179.758606721,83.9756641141,18.8658218748816,178.765873295941,181.107702762748,83.6598082540901,18.9705886943035
20,200,200.991261266,83.797214913,21.7166395204817,199.814600750883,200.997512422418,84.2894068625004,21.8445236297948
20,220,b,b,#VALUE!,#VALUE!,220.907220343745,84.8055710922652,#VALUE!
40,40,c,c,#VALUE!,#VALUE!,56.5685424949238,45,#VALUE!
40,60,a,a,#VALUE!,#VALUE!,72.1110255092798,56.3099324740202,#VALUE!
40,80,a,a,#VALUE!,#VALUE!,89.4427190999916,63.434948822922,#VALUE!
