0,40,40.8187218362,88.0571485124,1.38386314236163,40.7952567726235,40,90
0,60,60.5286843376,90.9910007366,-1.04686558981186,60.51963070011,60,90
0,80,82.119071226,91.2557543826,-1.7996635845597,82.0993487794104,80,90
0,100,100.18152343,90.7258843241,-1.2691729255716,100.17348370123,100,90
0,120,121.018127338,91.4320500686,-3.02441079903321,120.980329325536,120,90
0,140,140.881396292,92.1355119531,-5.24967556780232,140.783552759605,140,90
0,160,162.933013851,86.4436094062,10.106877513906,162.619242494513,160,90
0,180,181.157844527,90.3718498556,-1.17570693702037,181.154029342068,180,90
0,200,200.603886442,92.0477338081,-7.1679959443941,200.475781803628,200,90
0,220,b,b,#VALUE!,#VALUE!,220,90
20,40,c,c,#VALUE!,#VALUE!,44.7213595499958,63.434948822922
20,60,63.15416000546,68.1565533631,23.4978811898962,58.6199411939381,63.2455532033676,71.565051177078
20,80,84.0145192075,71.2566340819,26.99637044818,79.5590059031158,82.4621125123532,75.9637565320735
20,100,101.592354082,75.6535097029,25.1730816907825,98.4241960399558,101.980390271856,78.6900675259798
20,120,121.82760680866,79.4133554309,22.3824392428552,119.753881750302,121.655250605964,80.5376777919744
20,140,141.115779488,82.1176190179,19.3526106756178,139.782472722956,141.42135623731,81.869897645844
20,160,166.831458105,83.0200831821,20.2735975212627,165.595038141202,161.245154965971,82.8749836510982
20,180,185.506511518,83.2907991479,21.672767306182,184.236144588596,181.107702762748,83.6598082540901
20,200,200.261144132,83.5614828818,22.4566775071204,198.998048946212,200.997512422418,84.2894068625004
20,220,b,b,#VALUE!,#VALUE!,220.907220343745,84.8055710922652
40,40,c,c,#VALUE!,#VALUE!,56.5685424949238,45
40,60,a,a,#VALUE!,#VALUE!,72.1110255092798,56.3099324740202
40,80,a,a,#VALUE!,#VALUE!,89.4427190999916,63.434948822922
40,100,105.63230855,63.2952022172,47.4705051099094,94.3649074296821,107.70329614269,68.1985905136482
40,120,126.030406185,66.239632263,50.7792020768944,115.347890832863,126.491106406735,71.565051177078
40,140,143.925123853,69.2753917961,50.9317304515991,134.612035529172,145.60219778561,74.0546040990772
40,160,163.227040574,72.3890327688,49.3847230000551,155.577041714882,164.924225024706,75.9637565320735
40,180,180.850646786,73.0021902469,52.8690005630195,172.950354791142,184.390889145858,77.4711922908485
40,200,b,b,#VALUE!,#VALUE!,203.960780543711,78.6900675259798
40,220,b,b,#VALUE!,#VALUE!,223.606797749979,79.695153531234
60,40,c,c,#VALUE!,#VALUE!,72.1110255092798,33.6900675259798
60,60,c,c,#VALUE!,#VALUE!,84.8528137423857,45
60,80,c,c,#VALUE!,#VALUE!,100,53.130102354156
60,100,a,a,#VALUE!,#VALUE!,116.619037896906,59.0362434679265
60,120,a,a,#VALUE!,#VALUE!,134.164078649987,63.434948822922
60,140,152.287400393,60.5303389093,74.9197093565236,132.583895961734,152.315462117278,66.8014094863518
60,160,172.94037309,63.53028891,77.0837875437667,154.81105368292,170.880074906351,69.4439547804165
60,180,187.580666898,66.073545368,76.075904309042,171.461259115463,189.736659610103,71.565051177078
60,200,209.359195583,68.5935332418,76.4123100285628,194.916473524584,208.806130178211,73.3007557660064
60,220,234.424897628,71.0831880883,75.9993814811426,221.763672954752,228.035085019828,74.7448812969422
60,240,b,b,#VALUE!,#VALUE!,247.38633753706,75.9637565320735
80,40,c,c,#VALUE!,#VALUE!,89.4427190999916,26.565051177078
80,60,c,c,#VALUE!,#VALUE!,100,36.869897645844
80,80,c,c,#VALUE!,#VALUE!,113.137084989848,45
80,100,c,c,#VALUE!,#VALUE!,128.062484748657,51.3401917459099
80,120,c,c,#VALUE!,#VALUE!,144.22205101856,56.3099324740202
80,140,a,a,#VALUE!,#VALUE!,161.245154965971,60.2551187030578
80,160,a,a,#VALUE!,#VALUE!,178.885438199983,63.434948822922
80,180,196.415942353,61.9397036911,92.3941554142719,173.327846740506,196.977156035922,66.0375110254218
80,200,216.203340602,63.1345294259,97.7016806742882,192.868520191564,215.40659228538,68.1985905136482
80,220,234.424897628,64.1845022072,102.086090501163,211.029530526149,234.093998214392,70.0168934781
80,240,b,b,#VALUE!,#VALUE!,252.98221281347,71.565051177078
100,40,c,c,#VALUE!,#VALUE!,107.70329614269,21.8014094863518
100,60,c,c,#VALUE!,#VALUE!,116.619037896906,30.9637565320735
100,80,c,c,#VALUE!,#VALUE!,128.062484748657,38.6598082540901
100,100,c,c,#VALUE!,#VALUE!,141.42135623731,45
100,120,c,c,#VALUE!,#VALUE!,156.204993518133,50.1944289077348
100,140,c,c,#VALUE!,#VALUE!,172.046505340853,54.4623222080256
100,160,a,a,#VALUE!,#VALUE!,188.679622641132,57.9946167919165
100,180,a,a,#VALUE!,#VALUE!,205.91260281974,60.9453959009229
100,200,a,a,#VALUE!,#VALUE!,223.606797749979,63.434948822922
100,220,239.415367261,58.8452265514,123.861938728381,204.885183005424,241.660919471891,65.5560452195835
100,240,260.446327402,61.8606988144,122.830877079409,229.662502583885,260,67.3801350519596
100,260,b,b,#VALUE!,#VALUE!,278.567765543682,68.9624889745782
-20,40,a,a,#VALUE!,#VALUE!,44.7213595499958,116.565051177078
-20,60,61.0330519157,111.712709585,-22.5793516332316,56.7027892256405,63.2455532033676,108.434948822922
-20,80,83.1484980393,108.885422893,-26.9132319614922,78.6724263740378,82.4621125123532,104.036243467926
-20,100,102.440498777,105.071078236,-26.6362838928973,98.9169559279779,101.980390271856,101.30993247402
-20,120,122.557830818,103.277003386,-28.1465232246239,119.281998328244,121.655250605964,99.4623222080256
