0.464806231,0.01
0.463262451,0.011
0.461695967,0.012
0.460209221,0.013
0.458707585,0.014
0.45708166,0.015
0.455571337,0.016
0.453945658,0.017
0.452384215,0.018
0.450906384,0.019
0.449293549,0.02
0.447708371,0.021
0.446139545,0.022
0.444516851,0.023
0.442990419,0.024
0.441412133,0.025
0.439767623,0.026
0.438238647,0.027
0.436634768,0.028
0.435079599,0.029
0.433441301,0.03
0.431848171,0.031
0.430198878,0.032
0.428558481,0.033
0.426949819,0.034
0.425307763,0.035
0.423614253,0.036
0.421973711,0.037
0.420291776,0.038
0.418617096,0.039
0.416931186,0.04
0.41527402,0.041
0.413674458,0.042
0.412055899,0.043
0.410308852,0.044
0.408624665,0.045
0.406856127,0.046
0.405166553,0.047
0.40341544,0.048
0.401645489,0.049
0.399920602,0.05
0.398163668,0.051
0.396393731,0.052
0.394619975,0.053
0.392861812,0.054
0.391095564,0.055
0.389369573,0.056
0.387613103,0.057
0.385805171,0.058
0.383998689,0.059
0.382211233,0.06
0.380444251,0.061
0.378603534,0.062
0.376762598,0.063
0.374970409,0.064
0.373167106,0.065
0.37134272,0.066
0.369512304,0.067
0.36763702,0.068
0.365823019,0.069
0.363943906,0.07
0.362095246,0.071
0.360206311,0.072
0.35836425,0.073
0.356439194,0.074
0.354554241,0.075
0.352664504,0.076
0.350722107,0.077
0.348912203,0.078
0.346981398,0.079
0.344992492,0.08
0.343090729,0.081
0.341098194,0.082
0.339192133,0.083
0.337229061,0.084
0.335247227,0.085
0.333250606,0.086
0.331294186,0.087
0.32929184,0.088
0.32724833,0.089
0.325304376,0.09
0.323306829,0.091
0.321254963,0.092
0.319211645,0.093
0.317112116,0.094
0.315027896,0.095
0.312979726,0.096
0.311004394,0.097
0.308940773,0.098
0.306888472,0.099
0.304832364,0.1
0.302738166,0.101
0.300612358,0.102
0.298462691,0.103
0.296314288,0.104
0.294214317,0.105
0.292049739,0.106
0.289916172,0.107
0.28778202,0.108
0.285486709,0.109
0.283365362,0.11
0.28114168,0.111
0.278902125,0.112
0.276694027,0.113
0.274480555,0.114
0.272157896,0.115
0.270001549,0.116
0.267708463,0.117
0.26545006,0.118
