-100,0,0
-100,10,0
-100,20,0
-100,30,0
-100,40,0
-100,50,0
-100,60,0
-100,70,0
-100,80,0
-100,90,0
-100,100,0
-100,110,0
-100,120,0
-100,130,0
-100,140,0
-100,150,0
-100,160,0
-100,170,0
-100,180,0
-100,190,0
-100,200,0
-90,0,0
-90,10,0
-90,20,0
-90,30,0
-90,40,0
-90,50,0
-90,60,0
-90,70,0
-90,80,0
-90,90,0
-90,100,0
-90,110,0
-90,120,0
-90,130,0
-90,140,0
-90,150,0
-90,160,0
-90,170,0
-90,180,0
-90,190,0
-90,200,0
-80,0,0
-80,10,0
-80,20,0
-80,30,0
-80,40,0
-80,50,0
-80,60,0
-80,70,0
-80,80,0
-80,90,0
-80,100,0
-80,110,0
-80,120,0
-80,130,0
-80,140,0
-80,150,0
-80,160,0
-80,170,0
-80,180,0
-80,190,2
-80,200,2
-80,210,0
-80,220,0
-80,230,0
-80,240,0
-80,250,0
-80,260,0
-80,270,0
-80,280,0
-80,290,0
-80,300,0
-80,310,0
-80,320,0
-80,330,0
-80,340,0
-80,350,0
-80,360,0
-80,370,0
-80,380,0
-80,390,0
-80,400,0
-70,0,0
-70,10,0
-70,20,0
-70,30,0
-70,40,0
-70,50,0
-70,60,0
-70,70,0
-70,80,0
-70,90,0
-70,100,0
-70,110,0
-70,120,0
-70,130,0
-70,140,0
-70,150,2
-70,160,0
-70,170,0
-70,180,0
-70,190,0
-70,200,0
-70,210,2
-70,220,0
-70,230,0
-70,240,0
-70,250,0
-70,260,0
-70,270,0
-70,280,0
-70,290,0
-70,300,0
-70,310,0
-70,320,0
-70,330,0
-70,340,0
-70,350,0
-70,360,0
-70,370,0
-70,380,0
-70,390,0
-70,400,0
-60,0,0
-60,10,0
-60,20,0
-60,30,0
-60,40,0
-60,50,0
-60,60,0
-60,70,0
-60,80,0
-60,90,0
-60,100,0
-60,110,2
-60,120,0
-60,130,0
-60,140,0
-60,150,0
-60,160,0
-60,170,0
-60,180,0
-60,190,0
-60,200,0
-60,210,2
-60,220,0
-60,230,0
-60,240,0
-60,250,0
-60,260,0
-60,270,0
-60,280,0
-60,290,0
-60,300,0
-60,310,0
-60,320,0
-60,330,0
-60,340,0
-60,350,0
-60,360,0
-60,370,0
-60,380,0
-60,390,0
-60,400,0
-50,0,0
-50,10,0
-50,20,0
-50,30,0
-50,40,0
-50,50,0
-50,60,0
-50,70,0
-50,80,0
-50,90,2
-50,100,0
-50,110,0
-50,120,0
-50,130,0
-50,140,0
-50,150,0
-50,160,0
-50,170,0
-50,180,0
-50,190,2
-50,200,0
-40,0,0
-40,10,0
-40,20,0
-40,30,0
-40,40,0
-40,50,0
-40,60,0
-40,70,2
-40,80,0
-40,90,0
-40,100,0
-40,110,0
-40,120,0
-40,130,0
-40,140,0
-40,150,0
-40,160,0
-40,170,0
-40,180,0
-40,190,2
-40,200,0
-30,0,0
-30,10,0
-30,20,0
-30,30,0
-30,40,0
-30,50,0
-30,60,2
-30,70,0
-30,80,0
-30,90,0
-30,100,0
-30,110,0
-30,120,0
-30,130,0
-30,140,0
-30,150,0
-30,160,2
-30,170,0
-30,180,0
-30,190,0
-30,200,0
-20,0,0
-20,10,0
-20,20,0
-20,30,0
-20,40,0
-20,50,2
-20,60,0
-20,70,0
-20,80,0
-20,90,0
-20,100,0
-20,110,0
-20,120,0
-20,130,0
-20,140,0
-20,150,0
-20,160,2
-20,170,0
-20,180,0
-20,190,0
-20,200,0
-10,0,0
-10,10,0
-10,20,0
-10,30,0
-10,40,2
-10,50,0
-10,60,0
-10,70,0
-10,80,0
-10,90,0
-10,100,0
-10,110,0
-10,120,0
-10,130,0
-10,140,0
-10,150,0
-10,160,0
-10,170,2
-10,180,0
-10,190,0
-10,200,0
0,0,0
0,10,0
0,20,0
0,30,0
0,40,2
0,50,0
0,60,0
0,70,0
0,80,0
0,90,0
0,100,0
0,110,0
0,120,0
0,130,0
0,140,0
0,150,2
0,160,0
0,170,0
0,180,0
0,190,0
0,200,0
10,0,0
10,10,0
10,20,0
10,30,0
10,40,2
